frame,timecode,name,X,Y,Z,min,max
62,00:00:02.067,trunk.003,178.170,1.876,6.562,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
62,00:00:02.067,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
63,00:00:02.100,trunk.002,177.933,2.706,52.605,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
63,00:00:02.100,trunk.003,178.143,1.912,6.682,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
63,00:00:02.100,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
64,00:00:02.133,trunk.002,177.983,2.743,53.648,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
64,00:00:02.133,trunk.003,178.117,1.945,6.792,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
64,00:00:02.133,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
65,00:00:02.167,trunk.002,178.029,2.777,54.611,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
65,00:00:02.167,trunk.003,178.092,1.976,6.892,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
65,00:00:02.167,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
66,00:00:02.200,trunk.002,178.072,2.807,55.492,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
66,00:00:02.200,trunk.003,178.069,2.003,6.983,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
66,00:00:02.200,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
67,00:00:02.233,trunk.002,178.111,2.833,56.293,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
67,00:00:02.233,trunk.003,178.047,2.028,7.064,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
67,00:00:02.233,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
68,00:00:02.267,trunk.002,178.147,2.857,57.015,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
68,00:00:02.267,trunk.003,178.027,2.050,7.137,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
68,00:00:02.267,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
69,00:00:02.300,trunk.002,178.179,2.877,57.656,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
69,00:00:02.300,trunk.003,178.009,2.070,7.202,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
69,00:00:02.300,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
70,00:00:02.333,trunk.002,178.208,2.895,58.219,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
70,00:00:02.333,trunk.003,177.992,2.088,7.258,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
70,00:00:02.333,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
71,00:00:02.367,trunk.002,178.232,2.910,58.703,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
71,00:00:02.367,trunk.003,177.978,2.103,7.307,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
71,00:00:02.367,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
72,00:00:02.400,trunk.002,178.253,2.923,59.108,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
72,00:00:02.400,trunk.003,177.965,2.116,7.349,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
72,00:00:02.400,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
73,00:00:02.433,trunk.002,178.270,2.933,59.435,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
73,00:00:02.433,trunk.003,177.955,2.126,7.383,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
73,00:00:02.433,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
74,00:00:02.467,trunk.002,178.282,2.940,59.684,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
74,00:00:02.467,trunk.003,177.946,2.135,7.411,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
74,00:00:02.467,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
75,00:00:02.500,trunk.002,178.291,2.945,59.856,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
75,00:00:02.500,trunk.003,177.940,2.141,7.432,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
75,00:00:02.500,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
76,00:00:02.533,trunk.002,178.296,2.948,59.950,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
76,00:00:02.533,trunk.003,177.935,2.146,7.446,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
76,00:00:02.533,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
77,00:00:02.567,trunk.002,178.297,2.948,59.966,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
77,00:00:02.567,trunk.003,177.933,2.148,7.454,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
77,00:00:02.567,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
78,00:00:02.600,trunk.002,178.294,2.947,59.904,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
78,00:00:02.600,trunk.003,177.932,2.149,7.455,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
78,00:00:02.600,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
79,00:00:02.633,trunk.002,178.286,2.942,59.765,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
79,00:00:02.633,trunk.003,177.934,2.147,7.450,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
79,00:00:02.633,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
80,00:00:02.667,trunk.002,178.275,2.936,59.549,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
80,00:00:02.667,trunk.003,177.937,2.143,7.438,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
80,00:00:02.667,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
81,00:00:02.700,trunk.002,178.260,2.927,59.254,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
81,00:00:02.700,trunk.003,177.943,2.138,7.420,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
81,00:00:02.700,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
82,00:00:02.733,trunk.002,178.241,2.916,58.881,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
82,00:00:02.733,trunk.003,177.951,2.130,7.395,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
82,00:00:02.733,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
83,00:00:02.767,trunk.002,178.218,2.902,58.430,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
83,00:00:02.767,trunk.003,177.961,2.120,7.364,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
83,00:00:02.767,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
84,00:00:02.800,trunk.002,178.192,2.885,57.900,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
84,00:00:02.800,trunk.003,177.972,2.108,7.325,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
84,00:00:02.800,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
85,00:00:02.833,trunk.002,178.161,2.866,57.291,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
85,00:00:02.833,trunk.003,177.986,2.094,7.279,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
85,00:00:02.833,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
86,00:00:02.867,trunk.002,178.127,2.844,56.603,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
86,00:00:02.867,trunk.003,178.002,2.078,7.226,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
86,00:00:02.867,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
87,00:00:02.900,trunk.002,178.089,2.818,55.835,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
87,00:00:02.900,trunk.003,178.019,2.059,7.165,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
87,00:00:02.900,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
88,00:00:02.933,trunk.002,178.047,2.790,54.987,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
88,00:00:02.933,trunk.003,178.038,2.038,7.096,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
88,00:00:02.933,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
89,00:00:02.967,trunk.002,178.002,2.758,54.059,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
89,00:00:02.967,trunk.003,178.059,2.014,7.018,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
89,00:00:02.967,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
