frame,timecode,name,X,Y,Z,min,max
64,00:00:02.133,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
65,00:00:02.167,trunk.002,176.796,1.153,19.764,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
65,00:00:02.167,trunk.003,178.661,0.784,2.983,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
65,00:00:02.167,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
66,00:00:02.200,trunk.002,176.804,1.173,20.131,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
66,00:00:02.200,trunk.003,178.657,0.800,3.043,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
66,00:00:02.200,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
67,00:00:02.233,trunk.002,176.810,1.192,20.466,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
67,00:00:02.233,trunk.003,178.654,0.815,3.097,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
67,00:00:02.233,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
68,00:00:02.267,trunk.002,176.817,1.209,20.770,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
68,00:00:02.267,trunk.003,178.651,0.828,3.147,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
68,00:00:02.267,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
69,00:00:02.300,trunk.002,176.823,1.224,21.042,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
69,00:00:02.300,trunk.003,178.649,0.840,3.192,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
69,00:00:02.300,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
70,00:00:02.333,trunk.002,176.828,1.237,21.281,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
70,00:00:02.333,trunk.003,178.646,0.850,3.232,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
70,00:00:02.333,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
71,00:00:02.367,trunk.002,176.832,1.249,21.488,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
71,00:00:02.367,trunk.003,178.644,0.860,3.268,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
71,00:00:02.367,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
72,00:00:02.400,trunk.002,176.836,1.258,21.662,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
72,00:00:02.400,trunk.003,178.642,0.868,3.298,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
72,00:00:02.400,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
73,00:00:02.433,trunk.002,176.839,1.266,21.803,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
73,00:00:02.433,trunk.003,178.640,0.875,3.324,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
73,00:00:02.433,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
74,00:00:02.467,trunk.002,176.842,1.272,21.910,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
74,00:00:02.467,trunk.003,178.639,0.880,3.345,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
74,00:00:02.467,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
75,00:00:02.500,trunk.002,176.843,1.276,21.984,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
75,00:00:02.500,trunk.003,178.638,0.884,3.361,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
75,00:00:02.500,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
76,00:00:02.533,trunk.002,176.844,1.278,22.025,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
76,00:00:02.533,trunk.003,178.637,0.887,3.372,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
76,00:00:02.533,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
77,00:00:02.567,trunk.002,176.844,1.279,22.032,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
77,00:00:02.567,trunk.003,178.637,0.889,3.378,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
77,00:00:02.567,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
78,00:00:02.600,trunk.002,176.844,1.277,22.005,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
78,00:00:02.600,trunk.003,178.637,0.889,3.379,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
78,00:00:02.600,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
79,00:00:02.633,trunk.002,176.842,1.274,21.945,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
79,00:00:02.633,trunk.003,178.637,0.888,3.375,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
79,00:00:02.633,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
80,00:00:02.667,trunk.002,176.840,1.269,21.851,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
80,00:00:02.667,trunk.003,178.637,0.886,3.366,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
80,00:00:02.667,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
81,00:00:02.700,trunk.002,176.837,1.262,21.725,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
81,00:00:02.700,trunk.003,178.638,0.882,3.352,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
81,00:00:02.700,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
82,00:00:02.733,trunk.002,176.834,1.253,21.564,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
82,00:00:02.733,trunk.003,178.640,0.877,3.333,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
82,00:00:02.733,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
83,00:00:02.767,trunk.002,176.830,1.242,21.371,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
83,00:00:02.767,trunk.003,178.641,0.871,3.310,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
83,00:00:02.767,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
84,00:00:02.800,trunk.002,176.825,1.230,21.145,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
84,00:00:02.800,trunk.003,178.643,0.863,3.281,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
84,00:00:02.800,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
85,00:00:02.833,trunk.002,176.819,1.215,20.887,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
85,00:00:02.833,trunk.003,178.645,0.854,3.248,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
85,00:00:02.833,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
86,00:00:02.867,trunk.002,176.813,1.199,20.597,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
86,00:00:02.867,trunk.003,178.647,0.844,3.209,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
86,00:00:02.867,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
87,00:00:02.900,trunk.002,176.807,1.181,20.274,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
87,00:00:02.900,trunk.003,178.650,0.833,3.166,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
87,00:00:02.900,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
88,00:00:02.933,trunk.002,176.799,1.161,19.921,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
88,00:00:02.933,trunk.003,178.653,0.820,3.119,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
88,00:00:02.933,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
89,00:00:02.967,trunk.002,176.792,1.140,19.536,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
89,00:00:02.967,trunk.003,178.656,0.806,3.066,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
89,00:00:02.967,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
