frame,timecode,name,X,Y,Z,min,max
9,00:00:00.300,trunk.003,178.654,-0.813,-3.093,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
9,00:00:00.300,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
10,00:00:00.333,trunk.002,176.787,-1.128,-19.333,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
10,00:00:00.333,trunk.003,178.658,-0.799,-3.038,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
10,00:00:00.333,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
11,00:00:00.367,trunk.002,176.779,-1.104,-18.903,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
11,00:00:00.367,trunk.003,178.661,-0.783,-2.978,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
11,00:00:00.367,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
12,00:00:00.400,trunk.002,176.770,-1.078,-18.443,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
12,00:00:00.400,trunk.003,178.665,-0.766,-2.914,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
12,00:00:00.400,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
13,00:00:00.433,trunk.002,176.761,-1.051,-17.955,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
13,00:00:00.433,trunk.003,178.669,-0.748,-2.845,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
13,00:00:00.433,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
14,00:00:00.467,trunk.002,176.752,-1.021,-17.438,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
14,00:00:00.467,trunk.003,178.673,-0.728,-2.772,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
14,00:00:00.467,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
15,00:00:00.500,trunk.002,176.742,-0.990,-16.894,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
15,00:00:00.500,trunk.003,178.677,-0.708,-2.694,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
15,00:00:00.500,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
16,00:00:00.533,trunk.002,176.733,-0.958,-16.323,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
16,00:00:00.533,trunk.003,178.681,-0.686,-2.612,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
16,00:00:00.533,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
17,00:00:00.567,trunk.002,176.723,-0.924,-15.726,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
17,00:00:00.567,trunk.003,178.685,-0.663,-2.526,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
17,00:00:00.567,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
18,00:00:00.600,trunk.002,176.713,-0.888,-15.104,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
18,00:00:00.600,trunk.003,178.689,-0.640,-2.435,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
18,00:00:00.600,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
19,00:00:00.633,trunk.002,176.703,-0.851,-14.458,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
19,00:00:00.633,trunk.003,178.693,-0.615,-2.341,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
19,00:00:00.633,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
20,00:00:00.667,trunk.002,176.694,-0.812,-13.788,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
20,00:00:00.667,trunk.003,178.698,-0.589,-2.242,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
20,00:00:00.667,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
21,00:00:00.700,trunk.002,176.684,-0.772,-13.096,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
21,00:00:00.700,trunk.003,178.702,-0.562,-2.140,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
21,00:00:00.700,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
22,00:00:00.733,trunk.002,176.675,-0.731,-12.383,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
22,00:00:00.733,trunk.003,178.706,-0.534,-2.034,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
22,00:00:00.733,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
23,00:00:00.767,trunk.002,176.666,-0.688,-11.649,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
23,00:00:00.767,trunk.003,178.710,-0.505,-1.925,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
23,00:00:00.767,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
24,00:00:00.800,trunk.002,176.657,-0.644,-10.897,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
24,00:00:00.800,trunk.003,178.714,-0.475,-1.812,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
24,00:00:00.800,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
25,00:00:00.833,trunk.002,176.648,-0.599,-10.127,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
25,00:00:00.833,trunk.003,178.717,-0.445,-1.696,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
25,00:00:00.833,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
26,00:00:00.867,trunk.002,176.641,-0.553,-9.340,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
26,00:00:00.867,trunk.003,178.721,-0.414,-1.577,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
26,00:00:00.867,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
27,00:00:00.900,trunk.002,176.633,-0.506,-8.537,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
27,00:00:00.900,trunk.003,178.724,-0.382,-1.456,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
27,00:00:00.900,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
28,00:00:00.933,trunk.002,176.626,-0.458,-7.721,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
28,00:00:00.933,trunk.003,178.728,-0.349,-1.331,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
28,00:00:00.933,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
29,00:00:00.967,trunk.002,176.620,-0.409,-6.892,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
29,00:00:00.967,trunk.003,178.730,-0.316,-1.205,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
29,00:00:00.967,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
30,00:00:01.000,trunk.002,176.614,-0.359,-6.051,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
30,00:00:01.000,trunk.003,178.733,-0.282,-1.076,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
30,00:00:01.000,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
31,00:00:01.033,trunk.002,176.609,-0.309,-5.200,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
31,00:00:01.033,trunk.003,178.736,-0.248,-0.945,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
31,00:00:01.033,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
32,00:00:01.067,trunk.002,176.605,-0.258,-4.341,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
32,00:00:01.067,trunk.003,178.738,-0.213,-0.812,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
32,00:00:01.067,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
33,00:00:01.100,trunk.002,176.602,-0.206,-3.474,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
33,00:00:01.100,trunk.003,178.739,-0.178,-0.678,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
33,00:00:01.100,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
34,00:00:01.133,trunk.002,176.599,-0.155,-2.601,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
34,00:00:01.133,trunk.003,178.741,-0.142,-0.543,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
34,00:00:01.133,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
35,00:00:01.167,trunk.002,176.597,-0.102,-1.724,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
35,00:00:01.167,trunk.003,178.742,-0.107,-0.407,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
35,00:00:01.167,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
36,00:00:01.200,trunk.002,176.596,-0.050,-0.845,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
36,00:00:01.200,trunk.003,178.743,-0.071,-0.270,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
36,00:00:01.200,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
37,00:00:01.233,trunk.002,176.595,0.002,0.037,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
37,00:00:01.233,trunk.003,178.743,-0.035,-0.132,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
37,00:00:01.233,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
38,00:00:01.267,trunk.002,176.596,0.055,0.918,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
38,00:00:01.267,trunk.003,178.744,0.002,0.006,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
38,00:00:01.267,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
39,00:00:01.300,trunk.002,176.597,0.107,1.798,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
39,00:00:01.300,trunk.003,178.743,0.038,0.144,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
39,00:00:01.300,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
40,00:00:01.333,trunk.002,176.599,0.159,2.674,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
40,00:00:01.333,trunk.003,178.743,0.074,0.281,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
40,00:00:01.333,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
41,00:00:01.367,trunk.002,176.602,0.211,3.546,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
41,00:00:01.367,trunk.003,178.742,0.110,0.418,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
41,00:00:01.367,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
42,00:00:01.400,trunk.002,176.605,0.262,4.413,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
42,00:00:01.400,trunk.003,178.741,0.145,0.554,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
42,00:00:01.400,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
43,00:00:01.433,trunk.002,176.610,0.313,5.271,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
43,00:00:01.433,trunk.003,178.739,0.181,0.690,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
43,00:00:01.433,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
44,00:00:01.467,trunk.002,176.615,0.364,6.121,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
44,00:00:01.467,trunk.003,178.738,0.216,0.824,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
44,00:00:01.467,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
45,00:00:01.500,trunk.002,176.620,0.413,6.961,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
45,00:00:01.500,trunk.003,178.735,0.251,0.956,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
45,00:00:01.500,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
46,00:00:01.533,trunk.002,176.627,0.462,7.789,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
46,00:00:01.533,trunk.003,178.733,0.285,1.087,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
46,00:00:01.533,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
47,00:00:01.567,trunk.002,176.634,0.510,8.605,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
47,00:00:01.567,trunk.003,178.730,0.319,1.215,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
47,00:00:01.567,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
48,00:00:01.600,trunk.002,176.641,0.557,9.406,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
48,00:00:01.600,trunk.003,178.727,0.352,1.342,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
48,00:00:01.600,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
49,00:00:01.633,trunk.002,176.649,0.603,10.192,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
49,00:00:01.633,trunk.003,178.724,0.385,1.466,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
49,00:00:01.633,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
50,00:00:01.667,trunk.002,176.658,0.648,10.960,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
50,00:00:01.667,trunk.003,178.721,0.416,1.587,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
50,00:00:01.667,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
51,00:00:01.700,trunk.002,176.666,0.692,11.711,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
51,00:00:01.700,trunk.003,178.717,0.448,1.706,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
51,00:00:01.700,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
52,00:00:01.733,trunk.002,176.675,0.734,12.443,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
52,00:00:01.733,trunk.003,178.713,0.478,1.822,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
52,00:00:01.733,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
53,00:00:01.767,trunk.002,176.685,0.776,13.154,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
53,00:00:01.767,trunk.003,178.709,0.508,1.934,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
53,00:00:01.767,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
54,00:00:01.800,trunk.002,176.694,0.816,13.845,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
54,00:00:01.800,trunk.003,178.705,0.536,2.043,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
54,00:00:01.800,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
55,00:00:01.833,trunk.002,176.704,0.854,14.512,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
55,00:00:01.833,trunk.003,178.701,0.564,2.149,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
55,00:00:01.833,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
56,00:00:01.867,trunk.002,176.714,0.891,15.157,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
56,00:00:01.867,trunk.003,178.697,0.591,2.251,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
56,00:00:01.867,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
57,00:00:01.900,trunk.002,176.724,0.927,15.777,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
57,00:00:01.900,trunk.003,178.693,0.617,2.349,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
57,00:00:01.900,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
58,00:00:01.933,trunk.002,176.734,0.961,16.372,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
58,00:00:01.933,trunk.003,178.689,0.642,2.443,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
58,00:00:01.933,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
59,00:00:01.967,trunk.002,176.743,0.993,16.941,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
59,00:00:01.967,trunk.003,178.685,0.665,2.533,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
59,00:00:01.967,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
60,00:00:02.000,trunk.002,176.753,1.024,17.482,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
60,00:00:02.000,trunk.003,178.680,0.688,2.619,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
60,00:00:02.000,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
61,00:00:02.033,trunk.002,176.762,1.053,17.997,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
61,00:00:02.033,trunk.003,178.676,0.710,2.701,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
61,00:00:02.033,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
62,00:00:02.067,trunk.002,176.771,1.081,18.483,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
62,00:00:02.067,trunk.003,178.672,0.730,2.778,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
62,00:00:02.067,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
63,00:00:02.100,trunk.002,176.780,1.106,18.940,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
63,00:00:02.100,trunk.003,178.668,0.749,2.851,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
63,00:00:02.100,rear_R.IK,0.000,-0.000,180.000,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
64,00:00:02.133,trunk.002,176.788,1.130,19.367,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
64,00:00:02.133,trunk.003,178.665,0.767,2.919,"(0.0, -0.0, 180.00000500895632)","(0.0, -0.0, 180.00000500895632)"
